customer_deposit_id,customer_id,deposit_product_id,deposit_product_name,deposit_category,deposit_status,principal_amount,interest_rate,deposit_tenure_months,maturity_date,maturity_amount,start_date,is_auto_renewal,account_id
DEP00352,CUST00773,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,797917,6.5,17,2019-03-10,871391.86,2017-10-10,Yes,ACC00864
DEP00353,CUST00774,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1148678,6.5,16,2022-12-26,1248230.09,2021-08-27,Yes,ACC00865
DEP00354,CUST00777,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,287489,6.5,10,2024-04-25,303061.32,2023-06-26,Yes,ACC00869
DEP00355,CUST00780,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,183272,6.5,39,2024-07-18,221988.21,2021-04-20,No,ACC00873
DEP00356,CUST00781,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1194363,6.5,60,2030-07-31,1582530.97,2025-08-02,No,ACC00874
DEP00357,CUST00783,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,328300,6.5,33,2025-11-18,386983.62,2023-02-19,No,ACC00876
DEP00358,CUST00785,DEP003,Recurring Deposit,Recurring Deposit,Active,55922,6.5,6,2019-08-07,57739.46,2019-02-06,Yes,ACC00878
DEP00359,CUST00786,DEP003,Recurring Deposit,Recurring Deposit,Active,51950,6.5,69,2028-08-06,71366.31,2022-11-09,No,ACC00879
DEP00360,CUST00788,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1652792,6.5,36,2028-06-04,1975086.44,2025-06-06,Yes,ACC00882
DEP00361,CUST00789,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,449124,6.5,81,2028-12-05,646177.16,2022-03-10,No,ACC00883
DEP00362,CUST00790,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,155606,6.5,47,2029-12-17,195220.69,2026-01-19,Yes,ACC00884
DEP00363,CUST00792,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,197605,6.5,25,2026-10-07,224364.01,2024-09-07,Yes,ACC00886
DEP00364,CUST00794,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,16113,6.5,81,2032-01-18,23182.58,2025-04-22,No,ACC00888
DEP00365,CUST00796,DEP003,Recurring Deposit,Recurring Deposit,Active,804965,6.5,71,2029-10-18,1114541.12,2023-11-21,Yes,ACC00890
DEP00366,CUST00797,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,444411,6.5,57,2029-01-31,581622.9,2024-05-05,No,ACC00892
DEP00367,CUST00800,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,42072,6.5,48,2030-04-07,53010.72,2026-04-09,No,ACC00895
DEP00368,CUST00801,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,43571,6.5,19,2027-02-13,48055.18,2025-07-16,No,ACC00896
DEP00369,CUST00802,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,478873,6.5,29,2025-11-17,554095.97,2023-06-20,Yes,ACC00897
DEP00370,CUST00803,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,78588,6.5,57,2026-08-27,102852.05,2021-11-29,Yes,ACC00898
DEP00371,CUST00804,DEP003,Recurring Deposit,Recurring Deposit,Active,46874,6.5,7,2024-10-10,48651.31,2024-03-12,No,ACC00899
DEP00372,CUST00806,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1302014,6.5,58,2024-11-06,1711063.4,2020-01-09,No,ACC00901
DEP00373,CUST00807,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,107641,6.5,79,2029-10-01,153702.38,2023-03-06,Yes,ACC00902
DEP00374,CUST00809,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1307835,6.5,18,2027-01-28,1435348.91,2025-07-30,Yes,ACC00904
DEP00375,CUST00811,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,429652,6.5,78,2032-04-07,611179.97,2025-10-10,Yes,ACC00906
DEP00376,CUST00813,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,301761,6.5,84,2033-04-02,439062.26,2026-04-06,Yes,ACC00908
DEP00377,CUST00815,DEP003,Recurring Deposit,Recurring Deposit,Active,340887,6.5,16,2025-11-07,370430.54,2024-07-09,Yes,ACC00910
DEP00378,CUST00825,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,28748,6.5,9,2026-01-28,30149.47,2025-04-30,No,ACC00920
DEP00379,CUST00826,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1017695,6.5,55,2028-05-21,1320883.3,2023-10-23,Yes,ACC00921
DEP00380,CUST00828,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,253901,6.5,46,2026-09-24,317164.67,2022-11-26,No,ACC00923
DEP00381,CUST00835,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,378893,6.5,64,2028-12-29,510242.57,2023-09-02,Yes,ACC00930
DEP00382,CUST00837,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,167347,6.5,68,2031-06-10,228986.48,2025-10-12,No,ACC00932
DEP00383,CUST00841,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,114236,6.5,59,2024-06-09,150743.92,2019-07-13,No,ACC00936
DEP00384,CUST00842,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,235381,6.5,82,2031-03-22,339929.39,2024-05-25,Yes,ACC00937
DEP00385,CUST00843,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,115231,6.5,75,2030-12-02,162043.59,2024-09-04,Yes,ACC00938
DEP00386,CUST00844,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,60213,6.5,80,2033-01-27,86305.3,2026-06-01,Yes,ACC00939
DEP00387,CUST00847,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,1024526,7.0,60,2030-10-04,1383110.1,2025-10-06,Yes,ACC00942
DEP00388,CUST00849,DEP003,Recurring Deposit,Recurring Deposit,Active,105754,6.5,32,2026-03-22,124084.69,2023-07-24,No,ACC00945
DEP00389,CUST00851,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,629588,6.5,12,2026-11-01,670511.22,2025-11-02,No,ACC00947
DEP00390,CUST00855,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,261377,6.5,30,2028-02-01,303850.76,2025-08-03,Yes,ACC00951
DEP00391,CUST00856,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,29073,6.5,42,2029-11-13,35687.11,2026-05-17,Yes,ACC00952
DEP00392,CUST00859,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,76108,6.5,61,2029-09-05,101255.35,2024-08-08,No,ACC00955
DEP00393,CUST00861,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,25493,6.5,6,2020-08-20,26321.52,2020-02-20,Yes,ACC00957
DEP00394,CUST00866,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,232393,7.0,60,2026-03-21,313730.55,2021-03-23,Yes,ACC00962
DEP00395,CUST00867,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,210877,6.5,68,2030-02-11,288550.03,2024-06-15,Yes,ACC00963
DEP00396,CUST00868,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,187485,6.5,7,2025-11-17,194593.81,2025-04-19,No,ACC00964
DEP00397,CUST00870,DEP003,Recurring Deposit,Recurring Deposit,Active,443157,6.5,69,2026-08-23,608786.93,2020-11-25,Yes,ACC00966
DEP00398,CUST00874,DEP003,Recurring Deposit,Recurring Deposit,Active,153710,6.5,75,2031-02-10,216154.69,2024-11-13,No,ACC00970
DEP00399,CUST00875,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,332618,6.5,33,2024-05-03,392073.47,2021-08-04,No,ACC00971
DEP00400,CUST00877,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,29397,6.5,61,2030-07-21,39110.26,2025-06-23,No,ACC00973
DEP00401,CUST00880,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,34258,6.5,58,2028-06-14,45020.72,2023-08-17,Yes,ACC00977
DEP00402,CUST00881,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,44450,6.5,48,2029-11-09,56007.0,2025-11-11,No,ACC00978
DEP00403,CUST00882,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,61170,6.5,78,2029-09-06,87014.33,2023-03-11,No,ACC00979
DEP00404,CUST00884,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,241752,6.5,44,2022-01-12,299369.56,2018-05-16,Yes,ACC00982
DEP00405,CUST00886,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,95303,6.5,8,2025-07-14,99432.8,2024-11-13,No,ACC00985
DEP00406,CUST00887,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,1043157,6.5,77,2031-09-24,1478240.4,2025-04-28,No,ACC00986
DEP00407,CUST00891,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,1210163,7.0,29,2022-12-27,1414882.24,2020-07-29,Yes,ACC00990
DEP00408,CUST00892,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,171367,6.5,80,2029-05-08,245626.03,2022-09-10,No,ACC00991
DEP00409,CUST00894,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,45979,7.0,14,2026-02-24,49733.95,2024-12-26,No,ACC00993
DEP00410,CUST00895,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,206731,6.5,31,2028-10-05,241444.58,2026-03-08,Yes,ACC00994
DEP00411,CUST00897,DEP003,Recurring Deposit,Recurring Deposit,Active,128963,6.5,6,2026-11-05,133154.3,2026-05-07,No,ACC00996
DEP00412,CUST00898,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,438178,6.5,69,2030-12-12,601947.03,2025-03-16,Yes,ACC00997
DEP00413,CUST00899,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,674869,6.5,24,2027-06-11,762601.97,2025-06-12,Yes,ACC00998
DEP00414,CUST00900,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,498113,6.5,68,2030-01-12,681584.62,2024-05-16,No,ACC00999
DEP00415,CUST00901,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,69984,6.5,40,2029-04-27,85147.2,2025-12-28,Yes,ACC01000
DEP00416,CUST00903,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,160237,6.5,57,2023-03-09,209710.17,2018-06-11,Yes,ACC01002
DEP00417,CUST00904,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,958834,6.5,59,2030-09-09,1265261.37,2025-10-12,Yes,ACC01003
DEP00418,CUST00906,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1083293,6.5,26,2027-11-20,1235856.76,2025-09-21,Yes,ACC01005
DEP00419,CUST00907,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,330737,6.5,65,2030-01-14,447183.99,2024-08-17,No,ACC01006
DEP00420,CUST00912,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,138782,6.5,27,2023-08-27,159078.87,2021-05-29,Yes,ACC01012
DEP00421,CUST00913,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,239838,6.5,41,2027-07-02,293102.02,2024-02-02,Yes,ACC01013
DEP00422,CUST00915,DEP003,Recurring Deposit,Recurring Deposit,Active,296973,6.5,79,2032-12-29,424052.7,2026-06-03,No,ACC01015
DEP00423,CUST00916,DEP003,Recurring Deposit,Recurring Deposit,Active,686630,6.5,26,2028-01-03,783330.39,2025-11-04,Yes,ACC01016
DEP00424,CUST00920,DEP003,Recurring Deposit,Recurring Deposit,Active,302910,6.5,42,2026-07-31,371822.03,2023-02-01,No,ACC01020
DEP00425,CUST00922,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1144294,6.5,84,2032-11-06,1664947.77,2025-11-10,No,ACC01022
DEP00426,CUST00923,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,177377,6.5,80,2031-09-02,254240.37,2025-01-04,No,ACC01023
DEP00427,CUST00926,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,369455,6.5,26,2027-07-13,421486.58,2025-05-14,No,ACC01026
DEP00428,CUST00929,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,19888,6.5,77,2031-11-12,28182.95,2025-06-16,Yes,ACC01029
DEP00429,CUST00930,DEP003,Recurring Deposit,Recurring Deposit,Active,377547,6.5,22,2026-12-14,422538.02,2025-02-14,Yes,ACC01030
DEP00430,CUST00931,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,85298,6.5,19,2027-11-27,94076.59,2026-04-29,Yes,ACC01031
DEP00431,CUST00932,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,637907,6.5,46,2029-01-11,796852.16,2025-03-15,No,ACC01033
DEP00432,CUST00934,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,272526,6.5,49,2021-10-10,344858.94,2017-09-12,No,ACC01035
DEP00433,CUST00936,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,909298,6.5,49,2024-09-05,1150640.84,2020-08-08,No,ACC01037
DEP00434,CUST00940,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,43053,6.5,75,2032-03-17,60543.28,2025-12-19,Yes,ACC01042
DEP00435,CUST00942,DEP003,Recurring Deposit,Recurring Deposit,Active,86144,6.5,52,2021-08-20,110407.89,2017-04-23,No,ACC01044
DEP00436,CUST00946,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,187443,6.5,31,2027-09-05,218917.8,2025-02-05,Yes,ACC01049
DEP00437,CUST00948,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,164197,6.5,18,2027-11-07,180206.21,2026-05-09,No,ACC01051
DEP00438,CUST00949,DEP003,Recurring Deposit,Recurring Deposit,Active,29969,6.5,25,2026-02-27,34027.3,2024-01-29,Yes,ACC01052
DEP00439,CUST00953,DEP003,Recurring Deposit,Recurring Deposit,Active,19343,6.5,81,2031-03-04,27829.74,2024-06-06,No,ACC01056
DEP00440,CUST00955,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,31352,7.0,27,2022-12-20,36289.94,2020-09-21,No,ACC01058
DEP00441,CUST00957,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,987694,6.5,49,2025-11-16,1249844.45,2021-10-19,No,ACC01060
DEP00442,CUST00960,DEP003,Recurring Deposit,Recurring Deposit,Active,704440,6.5,70,2031-04-21,971540.17,2025-06-23,No,ACC01065
DEP00443,CUST00963,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,220816,6.5,10,2021-07-29,232776.87,2020-09-28,No,ACC01068
DEP00444,CUST00965,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,119998,6.5,62,2030-06-23,160297.33,2025-04-26,Yes,ACC01070
DEP00445,CUST00968,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,54905,6.5,57,2025-08-08,71856.92,2020-11-10,Yes,ACC01073
DEP00446,CUST00970,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,102104,6.5,47,2029-07-25,128097.98,2025-08-27,Yes,ACC01075
DEP00447,CUST00973,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,10967,6.5,29,2027-03-29,12689.73,2024-10-29,Yes,ACC01079
DEP00448,CUST00978,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,151766,6.5,14,2024-10-24,163274.92,2023-08-26,Yes,ACC01084
DEP00449,CUST00979,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,12836,6.5,60,2030-04-12,17007.7,2025-04-14,No,ACC01085
DEP00450,CUST00981,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,2030007,6.5,45,2030-02-27,2524821.21,2026-05-31,No,ACC01088
DEP00451,CUST00982,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,153608,7.0,75,2032-02-26,220811.5,2025-11-29,Yes,ACC01089
DEP00452,CUST00984,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,228137,7.0,61,2026-07-12,309315.75,2021-06-14,Yes,ACC01091
DEP00453,CUST00985,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,314177,6.5,15,2022-02-03,339703.88,2020-11-04,No,ACC01092
DEP00454,CUST00986,DEP003,Recurring Deposit,Recurring Deposit,Active,22095,6.5,19,2025-10-28,24368.94,2024-03-30,Yes,ACC01093
DEP00455,CUST00990,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,382152,6.5,15,2018-12-11,413201.85,2017-09-11,No,ACC01097
DEP00456,CUST00991,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,508301,6.5,46,2029-01-28,634952.67,2025-04-01,No,ACC01098
DEP00457,CUST00993,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,728222,6.5,64,2031-06-03,980672.29,2026-02-04,No,ACC01100
DEP00458,CUST00994,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,166763,6.5,65,2031-09-03,225477.47,2026-04-06,No,ACC01101
DEP00459,CUST00996,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,209254,6.5,30,2026-11-18,243257.78,2024-05-20,No,ACC01103
DEP00460,CUST00997,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,118026,6.5,80,2028-12-22,169170.6,2022-04-26,No,ACC01104
DEP00461,CUST00999,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,419160,6.5,66,2031-03-25,569009.7,2025-09-26,Yes,ACC01106
