customer_debit_card_id,customer_id,account_id,debit_card_product_id,card_name,card_number_masked,card_network,card_status,issue_date,expiry_date,international_enabled,daily_atm_limit,daily_pos_limit
DBC00346,CUST00346,ACC00382,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-8780,Mastercard,Active,2018-01-06,2023-01-06,No,15000,40000
DBC00347,CUST00347,ACC00383,DB007,Business Debit Card,XXXX-XXXX-XXXX-5397,Visa,Active,2023-07-13,2028-07-13,Yes,50000,200000
DBC00348,CUST00348,ACC00384,DB007,Business Debit Card,XXXX-XXXX-XXXX-2217,Visa,Active,2024-12-05,2029-12-05,Yes,50000,200000
DBC00349,CUST00349,ACC00385,DB003,Classic Debit Card,XXXX-XXXX-XXXX-2366,Visa,Active,2026-07-09,2031-07-09,No,10000,25000
DBC00350,CUST00350,ACC00387,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-5489,RuPay,Active,2023-10-10,2028-10-10,No,10000,20000
DBC00351,CUST00351,ACC00388,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-9195,Visa,Active,2023-09-21,2028-09-21,No,10000,25000
DBC00352,CUST00352,ACC00389,DB007,Business Debit Card,XXXX-XXXX-XXXX-5269,Visa,Active,2021-07-12,2026-07-12,Yes,50000,200000
DBC00353,CUST00353,ACC00391,DB007,Business Debit Card,XXXX-XXXX-XXXX-1089,Visa,Active,2024-11-17,2029-11-17,Yes,50000,200000
DBC00354,CUST00354,ACC00392,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-4363,Visa,Active,2023-09-01,2028-09-01,No,10000,25000
DBC00355,CUST00355,ACC00393,DB007,Business Debit Card,XXXX-XXXX-XXXX-7524,Visa,Active,2026-05-04,2031-05-04,Yes,50000,200000
DBC00356,CUST00356,ACC00394,DB007,Business Debit Card,XXXX-XXXX-XXXX-5705,Visa,Active,2026-04-25,2031-04-25,Yes,50000,200000
DBC00357,CUST00357,ACC00395,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-4081,Visa,Active,2024-04-02,2029-04-02,Yes,25000,100000
DBC00358,CUST00358,ACC00396,DB003,Classic Debit Card,XXXX-XXXX-XXXX-9070,Visa,Active,2025-01-24,2030-01-24,No,10000,25000
DBC00359,CUST00359,ACC00397,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-7762,Visa,Active,2022-04-11,2027-04-11,No,10000,25000
DBC00360,CUST00360,ACC00398,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-4739,Mastercard,Active,2024-02-06,2029-02-06,No,15000,40000
DBC00361,CUST00361,ACC00399,DB007,Business Debit Card,XXXX-XXXX-XXXX-9186,Visa,Active,2025-01-09,2030-01-09,Yes,50000,200000
DBC00362,CUST00362,ACC00400,DB007,Business Debit Card,XXXX-XXXX-XXXX-7199,Visa,Active,2024-10-26,2029-10-26,Yes,50000,200000
DBC00363,CUST00363,ACC00401,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-4547,Visa,Active,2022-09-15,2027-09-15,Yes,25000,75000
DBC00364,CUST00364,ACC00402,DB007,Business Debit Card,XXXX-XXXX-XXXX-2612,Visa,Active,2024-06-18,2029-06-18,Yes,50000,200000
DBC00365,CUST00365,ACC00403,DB007,Business Debit Card,XXXX-XXXX-XXXX-3859,Visa,Active,2025-08-10,2030-08-10,Yes,50000,200000
DBC00366,CUST00366,ACC00404,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-7754,RuPay,Active,2024-07-07,2029-07-07,No,10000,20000
DBC00367,CUST00367,ACC00405,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-2742,Visa,Active,2022-04-21,2027-04-21,Yes,25000,75000
DBC00368,CUST00368,ACC00406,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-2527,Visa,Active,2020-10-08,2025-10-08,Yes,25000,75000
DBC00369,CUST00369,ACC00407,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-4723,Visa,Active,2025-03-29,2030-03-29,No,10000,25000
DBC00370,CUST00370,ACC00408,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-3463,Mastercard,Active,2022-01-31,2027-01-31,No,15000,40000
DBC00371,CUST00371,ACC00409,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-6959,Visa,Active,2021-08-07,2026-08-07,Yes,25000,75000
DBC00372,CUST00372,ACC00410,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-7446,RuPay,Active,2019-07-15,2024-07-15,No,10000,20000
DBC00373,CUST00373,ACC00411,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4126,RuPay,Active,2026-06-08,2031-06-08,No,10000,20000
DBC00374,CUST00374,ACC00412,DB007,Business Debit Card,XXXX-XXXX-XXXX-3718,Visa,Active,2024-06-05,2029-06-05,Yes,50000,200000
DBC00375,CUST00375,ACC00413,DB007,Business Debit Card,XXXX-XXXX-XXXX-1875,Visa,Active,2016-12-19,2021-12-19,Yes,50000,200000
DBC00376,CUST00376,ACC00415,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-3311,Visa,Active,2020-04-11,2025-04-11,Yes,25000,75000
DBC00377,CUST00377,ACC00416,DB007,Business Debit Card,XXXX-XXXX-XXXX-8812,Visa,Active,2025-10-28,2030-10-28,Yes,50000,200000
DBC00378,CUST00378,ACC00417,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-1207,RuPay,Active,2025-11-18,2030-11-18,No,10000,20000
DBC00379,CUST00379,ACC00418,DB007,Business Debit Card,XXXX-XXXX-XXXX-9833,Visa,Active,2026-01-18,2031-01-18,Yes,50000,200000
DBC00380,CUST00380,ACC00419,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-9951,Visa,Active,2025-09-14,2030-09-14,No,10000,25000
DBC00381,CUST00381,ACC00420,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-3967,RuPay,Active,2023-01-02,2028-01-02,No,10000,20000
DBC00382,CUST00382,ACC00421,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-4355,Visa,Active,2025-09-02,2030-09-02,Yes,25000,75000
DBC00383,CUST00383,ACC00422,DB007,Business Debit Card,XXXX-XXXX-XXXX-8402,Visa,Active,2020-12-02,2025-12-02,Yes,50000,200000
DBC00384,CUST00384,ACC00423,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-6408,Mastercard,Active,2021-03-16,2026-03-16,No,15000,40000
DBC00385,CUST00385,ACC00424,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-1241,Mastercard,Active,2020-10-08,2025-10-08,No,15000,40000
DBC00386,CUST00386,ACC00425,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-9099,Visa,Active,2024-02-01,2029-02-01,Yes,25000,75000
DBC00387,CUST00387,ACC00426,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-2182,Visa,Active,2017-06-19,2022-06-19,Yes,25000,75000
DBC00388,CUST00388,ACC00427,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-1489,Visa,Active,2023-07-23,2028-07-23,Yes,25000,100000
DBC00389,CUST00389,ACC00428,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-4071,Mastercard,Active,2023-06-30,2028-06-30,No,15000,40000
DBC00390,CUST00390,ACC00429,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-7797,Mastercard,Active,2021-06-12,2026-06-12,No,15000,40000
DBC00391,CUST00391,ACC00430,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-2729,Visa,Active,2023-09-12,2028-09-12,Yes,25000,75000
DBC00392,CUST00392,ACC00431,DB007,Business Debit Card,XXXX-XXXX-XXXX-3697,Visa,Active,2023-05-10,2028-05-10,Yes,50000,200000
DBC00393,CUST00393,ACC00432,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-5277,RuPay,Active,2021-02-19,2026-02-19,No,10000,20000
DBC00394,CUST00394,ACC00433,DB007,Business Debit Card,XXXX-XXXX-XXXX-6421,Visa,Active,2024-04-12,2029-04-12,Yes,50000,200000
DBC00395,CUST00395,ACC00434,DB007,Business Debit Card,XXXX-XXXX-XXXX-6281,Visa,Active,2023-02-06,2028-02-06,Yes,50000,200000
DBC00396,CUST00396,ACC00435,DB007,Business Debit Card,XXXX-XXXX-XXXX-9011,Visa,Active,2019-08-20,2024-08-20,Yes,50000,200000
DBC00397,CUST00397,ACC00436,DB003,Classic Debit Card,XXXX-XXXX-XXXX-6200,Visa,Active,2022-06-19,2027-06-19,No,10000,25000
DBC00398,CUST00398,ACC00437,DB007,Business Debit Card,XXXX-XXXX-XXXX-4779,Visa,Active,2020-09-07,2025-09-07,Yes,50000,200000
DBC00399,CUST00399,ACC00439,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-6717,Visa,Active,2026-06-16,2031-06-16,No,10000,25000
DBC00400,CUST00400,ACC00440,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-4024,Visa,Active,2020-03-26,2025-03-26,Yes,25000,75000
DBC00401,CUST00401,ACC00441,DB003,Classic Debit Card,XXXX-XXXX-XXXX-2231,Visa,Active,2024-07-19,2029-07-19,No,10000,25000
DBC00402,CUST00402,ACC00442,DB007,Business Debit Card,XXXX-XXXX-XXXX-9383,Visa,Active,2025-03-17,2030-03-17,Yes,50000,200000
DBC00403,CUST00403,ACC00443,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-6436,Visa,Active,2025-12-17,2030-12-17,Yes,25000,75000
DBC00404,CUST00404,ACC00445,DB007,Business Debit Card,XXXX-XXXX-XXXX-2173,Visa,Active,2024-02-17,2029-02-17,Yes,50000,200000
DBC00405,CUST00405,ACC00446,DB007,Business Debit Card,XXXX-XXXX-XXXX-9396,Visa,Active,2021-07-05,2026-07-05,Yes,50000,200000
DBC00406,CUST00406,ACC00447,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-1052,Mastercard,Active,2026-02-16,2031-02-16,No,15000,40000
DBC00407,CUST00407,ACC00448,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8217,Visa,Active,2019-04-24,2024-04-24,No,10000,25000
DBC00408,CUST00408,ACC00449,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-6246,Mastercard,Active,2023-12-02,2028-12-02,No,15000,40000
DBC00409,CUST00409,ACC00450,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2622,Visa,Active,2024-12-18,2029-12-18,No,10000,25000
DBC00410,CUST00410,ACC00451,DB007,Business Debit Card,XXXX-XXXX-XXXX-1133,Visa,Active,2025-05-10,2030-05-10,Yes,50000,200000
DBC00411,CUST00411,ACC00452,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-7462,Visa,Active,2026-06-26,2031-06-26,No,10000,25000
DBC00412,CUST00412,ACC00453,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-4686,Visa,Active,2025-11-05,2030-11-05,No,10000,25000
DBC00413,CUST00413,ACC00454,DB003,Classic Debit Card,XXXX-XXXX-XXXX-1628,Visa,Active,2023-10-23,2028-10-23,No,10000,25000
DBC00414,CUST00414,ACC00455,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-1869,Visa,Active,2019-01-11,2024-01-11,No,10000,25000
DBC00415,CUST00415,ACC00456,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-6564,RuPay,Active,2024-04-28,2029-04-28,No,10000,20000
DBC00416,CUST00416,ACC00457,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2279,Visa,Active,2024-03-05,2029-03-05,No,10000,25000
DBC00417,CUST00417,ACC00458,DB007,Business Debit Card,XXXX-XXXX-XXXX-3329,Visa,Active,2022-12-05,2027-12-05,Yes,50000,200000
DBC00418,CUST00418,ACC00459,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-6920,Mastercard,Active,2024-05-21,2029-05-21,No,15000,40000
DBC00419,CUST00419,ACC00460,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-6593,Visa,Active,2024-08-14,2029-08-14,Yes,25000,75000
DBC00420,CUST00420,ACC00461,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-7513,RuPay,Active,2026-01-04,2031-01-04,No,10000,20000
DBC00421,CUST00421,ACC00462,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7517,Visa,Active,2024-03-25,2029-03-25,No,10000,25000
DBC00422,CUST00422,ACC00463,DB007,Business Debit Card,XXXX-XXXX-XXXX-6649,Visa,Active,2026-07-06,2031-07-06,Yes,50000,200000
DBC00423,CUST00423,ACC00464,DB003,Classic Debit Card,XXXX-XXXX-XXXX-9815,Visa,Active,2024-04-08,2029-04-08,No,10000,25000
DBC00424,CUST00424,ACC00465,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-4795,Visa,Active,2022-06-25,2027-06-25,No,10000,25000
DBC00425,CUST00425,ACC00466,DB007,Business Debit Card,XXXX-XXXX-XXXX-6093,Visa,Active,2022-03-02,2027-03-02,Yes,50000,200000
DBC00426,CUST00426,ACC00467,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2501,Visa,Active,2026-01-24,2031-01-24,No,10000,25000
DBC00427,CUST00427,ACC00468,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-5491,Visa,Active,2020-12-25,2025-12-25,Yes,25000,100000
DBC00428,CUST00428,ACC00470,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-5280,Visa,Active,2018-07-26,2023-07-26,No,10000,25000
DBC00429,CUST00429,ACC00471,DB007,Business Debit Card,XXXX-XXXX-XXXX-6448,Visa,Active,2025-10-20,2030-10-20,Yes,50000,200000
DBC00430,CUST00430,ACC00473,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-8515,RuPay,Active,2026-04-04,2031-04-04,No,10000,20000
DBC00431,CUST00431,ACC00474,DB003,Classic Debit Card,XXXX-XXXX-XXXX-1113,Visa,Active,2025-09-08,2030-09-08,No,10000,25000
DBC00432,CUST00432,ACC00475,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-5412,Visa,Active,2024-08-13,2029-08-13,Yes,25000,75000
DBC00433,CUST00433,ACC00476,DB003,Classic Debit Card,XXXX-XXXX-XXXX-4065,Visa,Active,2019-04-05,2024-04-05,No,10000,25000
DBC00434,CUST00434,ACC00477,DB007,Business Debit Card,XXXX-XXXX-XXXX-3111,Visa,Active,2020-08-22,2025-08-22,Yes,50000,200000
DBC00435,CUST00435,ACC00478,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-3522,Visa,Active,2021-01-24,2026-01-24,Yes,25000,75000
DBC00436,CUST00436,ACC00479,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-1099,Visa,Active,2023-07-28,2028-07-28,Yes,25000,75000
DBC00437,CUST00437,ACC00480,DB003,Classic Debit Card,XXXX-XXXX-XXXX-9515,Visa,Active,2025-08-02,2030-08-02,No,10000,25000
DBC00438,CUST00438,ACC00481,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-9708,RuPay,Active,2020-06-18,2025-06-18,No,10000,20000
DBC00439,CUST00439,ACC00482,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7231,Visa,Active,2015-11-05,2020-11-05,No,10000,25000
DBC00440,CUST00440,ACC00483,DB007,Business Debit Card,XXXX-XXXX-XXXX-3321,Visa,Active,2024-06-03,2029-06-03,Yes,50000,200000
DBC00441,CUST00441,ACC00484,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-8470,Visa,Active,2023-05-10,2028-05-10,No,10000,25000
DBC00442,CUST00442,ACC00485,DB007,Business Debit Card,XXXX-XXXX-XXXX-2286,Visa,Active,2021-08-14,2026-08-14,Yes,50000,200000
DBC00443,CUST00443,ACC00486,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-8443,Visa,Active,2022-11-10,2027-11-10,Yes,25000,75000
DBC00444,CUST00444,ACC00487,DB007,Business Debit Card,XXXX-XXXX-XXXX-4224,Visa,Active,2025-06-16,2030-06-16,Yes,50000,200000
DBC00445,CUST00445,ACC00488,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-9330,Mastercard,Active,2020-07-10,2025-07-10,No,15000,40000
DBC00446,CUST00446,ACC00489,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-7239,Visa,Active,2021-06-13,2026-06-13,No,10000,25000
DBC00447,CUST00447,ACC00490,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2174,Visa,Active,2022-03-07,2027-03-07,No,10000,25000
DBC00448,CUST00448,ACC00491,DB007,Business Debit Card,XXXX-XXXX-XXXX-6982,Visa,Active,2026-02-11,2031-02-11,Yes,50000,200000
DBC00449,CUST00449,ACC00492,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7093,Visa,Active,2023-04-14,2028-04-14,No,10000,25000
DBC00450,CUST00450,ACC00493,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-6185,Mastercard,Active,2025-12-12,2030-12-12,No,15000,40000
DBC00451,CUST00451,ACC00494,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-6257,Visa,Active,2024-05-03,2029-05-03,No,10000,25000
DBC00452,CUST00452,ACC00495,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-6831,RuPay,Active,2023-07-11,2028-07-11,No,10000,20000
DBC00453,CUST00453,ACC00496,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-3222,Visa,Active,2020-03-09,2025-03-09,Yes,25000,75000
DBC00454,CUST00454,ACC00497,DB003,Classic Debit Card,XXXX-XXXX-XXXX-5437,Visa,Active,2025-07-24,2030-07-24,No,10000,25000
DBC00455,CUST00455,ACC00498,DB003,Classic Debit Card,XXXX-XXXX-XXXX-3950,Visa,Active,2024-01-11,2029-01-11,No,10000,25000
DBC00456,CUST00456,ACC00499,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8835,Visa,Active,2026-02-01,2031-02-01,No,10000,25000
DBC00457,CUST00457,ACC00500,DB007,Business Debit Card,XXXX-XXXX-XXXX-7635,Visa,Active,2020-08-23,2025-08-23,Yes,50000,200000
DBC00458,CUST00458,ACC00501,DB007,Business Debit Card,XXXX-XXXX-XXXX-5976,Visa,Active,2026-03-19,2031-03-19,Yes,50000,200000
DBC00459,CUST00459,ACC00503,DB007,Business Debit Card,XXXX-XXXX-XXXX-4580,Visa,Active,2024-10-23,2029-10-23,Yes,50000,200000
DBC00460,CUST00460,ACC00505,DB007,Business Debit Card,XXXX-XXXX-XXXX-9647,Visa,Active,2026-04-09,2031-04-09,Yes,50000,200000
DBC00461,CUST00461,ACC00506,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-5601,Mastercard,Active,2023-02-28,2028-02-28,No,15000,40000
DBC00462,CUST00462,ACC00507,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-8824,Mastercard,Active,2026-04-18,2031-04-18,No,15000,40000
DBC00463,CUST00463,ACC00508,DB007,Business Debit Card,XXXX-XXXX-XXXX-5043,Visa,Active,2021-04-02,2026-04-02,Yes,50000,200000
DBC00464,CUST00464,ACC00509,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-3404,Visa,Active,2025-06-23,2030-06-23,No,10000,25000
DBC00465,CUST00465,ACC00510,DB007,Business Debit Card,XXXX-XXXX-XXXX-1766,Visa,Active,2025-06-29,2030-06-29,Yes,50000,200000
DBC00466,CUST00466,ACC00511,DB007,Business Debit Card,XXXX-XXXX-XXXX-3951,Visa,Active,2017-05-11,2022-05-11,Yes,50000,200000
DBC00467,CUST00467,ACC00512,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-1426,Mastercard,Active,2020-01-20,2025-01-20,No,15000,40000
DBC00468,CUST00468,ACC00513,DB007,Business Debit Card,XXXX-XXXX-XXXX-8391,Visa,Active,2024-11-12,2029-11-12,Yes,50000,200000
DBC00469,CUST00469,ACC00515,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-1821,Visa,Active,2024-10-08,2029-10-08,No,10000,25000
DBC00470,CUST00470,ACC00516,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-1997,Visa,Active,2026-01-24,2031-01-24,Yes,25000,75000
DBC00471,CUST00471,ACC00517,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7208,Visa,Active,2021-09-11,2026-09-11,No,10000,25000
DBC00472,CUST00472,ACC00518,DB007,Business Debit Card,XXXX-XXXX-XXXX-9517,Visa,Active,2019-10-13,2024-10-13,Yes,50000,200000
DBC00473,CUST00473,ACC00519,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2634,Visa,Active,2025-11-30,2030-11-30,No,10000,25000
DBC00474,CUST00474,ACC00520,DB007,Business Debit Card,XXXX-XXXX-XXXX-9844,Visa,Active,2023-09-17,2028-09-17,Yes,50000,200000
DBC00475,CUST00475,ACC00521,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-6330,Visa,Active,2026-06-13,2031-06-13,No,10000,25000
DBC00476,CUST00476,ACC00522,DB003,Classic Debit Card,XXXX-XXXX-XXXX-1988,Visa,Active,2024-02-05,2029-02-05,No,10000,25000
DBC00477,CUST00477,ACC00523,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-8545,Visa,Active,2021-03-12,2026-03-12,No,10000,25000
DBC00478,CUST00478,ACC00524,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-7109,Visa,Active,2021-11-24,2026-11-24,Yes,25000,75000
DBC00479,CUST00479,ACC00525,DB007,Business Debit Card,XXXX-XXXX-XXXX-5750,Visa,Active,2025-01-01,2030-01-01,Yes,50000,200000
DBC00480,CUST00480,ACC00527,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-3103,Visa,Active,2025-11-03,2030-11-03,Yes,25000,75000
DBC00481,CUST00481,ACC00528,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-3785,Visa,Active,2026-06-24,2031-06-24,No,10000,25000
DBC00482,CUST00482,ACC00529,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4970,RuPay,Active,2025-01-03,2030-01-03,No,10000,20000
DBC00483,CUST00483,ACC00530,DB007,Business Debit Card,XXXX-XXXX-XXXX-5295,Visa,Active,2023-02-16,2028-02-16,Yes,50000,200000
DBC00484,CUST00484,ACC00532,DB003,Classic Debit Card,XXXX-XXXX-XXXX-1900,Visa,Active,2023-05-14,2028-05-14,No,10000,25000
DBC00485,CUST00485,ACC00533,DB007,Business Debit Card,XXXX-XXXX-XXXX-5331,Visa,Active,2024-02-08,2029-02-08,Yes,50000,200000
DBC00486,CUST00486,ACC00534,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8965,Visa,Active,2026-05-11,2031-05-11,No,10000,25000
DBC00487,CUST00487,ACC00535,DB007,Business Debit Card,XXXX-XXXX-XXXX-4967,Visa,Active,2025-04-24,2030-04-24,Yes,50000,200000
DBC00488,CUST00488,ACC00537,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-4250,Visa,Active,2019-12-06,2024-12-06,No,10000,25000
DBC00489,CUST00489,ACC00538,DB007,Business Debit Card,XXXX-XXXX-XXXX-3142,Visa,Active,2024-08-01,2029-08-01,Yes,50000,200000
DBC00490,CUST00490,ACC00539,DB007,Business Debit Card,XXXX-XXXX-XXXX-9172,Visa,Active,2019-08-19,2024-08-19,Yes,50000,200000
DBC00491,CUST00491,ACC00541,DB003,Classic Debit Card,XXXX-XXXX-XXXX-9753,Visa,Active,2025-09-21,2030-09-21,No,10000,25000
DBC00492,CUST00492,ACC00542,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-3392,RuPay,Active,2024-11-27,2029-11-27,No,10000,20000
DBC00493,CUST00493,ACC00543,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-7473,Mastercard,Active,2022-07-14,2027-07-14,No,15000,40000
DBC00494,CUST00494,ACC00544,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7211,Visa,Active,2025-03-29,2030-03-29,No,10000,25000
DBC00495,CUST00495,ACC00545,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8857,Visa,Active,2025-07-16,2030-07-16,No,10000,25000
DBC00496,CUST00496,ACC00546,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-5267,Visa,Active,2025-09-02,2030-09-02,No,10000,25000
DBC00497,CUST00497,ACC00547,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4555,RuPay,Active,2023-04-16,2028-04-16,No,10000,20000
DBC00498,CUST00498,ACC00548,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-5470,Visa,Active,2024-04-13,2029-04-13,Yes,25000,100000
DBC00499,CUST00499,ACC00550,DB007,Business Debit Card,XXXX-XXXX-XXXX-6277,Visa,Active,2023-10-03,2028-10-03,Yes,50000,200000
DBC00500,CUST00500,ACC00552,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-9233,Visa,Active,2021-07-19,2026-07-19,No,10000,25000
DBC00501,CUST00501,ACC00553,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-3336,Visa,Active,2023-05-10,2028-05-10,No,10000,25000
DBC00502,CUST00502,ACC00554,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7475,Visa,Active,2020-12-14,2025-12-14,No,10000,25000
DBC00503,CUST00503,ACC00555,DB007,Business Debit Card,XXXX-XXXX-XXXX-9913,Visa,Active,2025-04-03,2030-04-03,Yes,50000,200000
DBC00504,CUST00504,ACC00557,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-4859,Visa,Active,2026-05-24,2031-05-24,Yes,25000,75000
DBC00505,CUST00505,ACC00558,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-4028,Mastercard,Active,2023-12-08,2028-12-08,No,15000,40000
DBC00506,CUST00506,ACC00559,DB007,Business Debit Card,XXXX-XXXX-XXXX-3988,Visa,Active,2019-11-15,2024-11-15,Yes,50000,200000
DBC00507,CUST00507,ACC00561,DB007,Business Debit Card,XXXX-XXXX-XXXX-8340,Visa,Active,2026-03-22,2031-03-22,Yes,50000,200000
DBC00508,CUST00508,ACC00563,DB007,Business Debit Card,XXXX-XXXX-XXXX-8192,Visa,Active,2021-05-01,2026-05-01,Yes,50000,200000
DBC00509,CUST00509,ACC00564,DB003,Classic Debit Card,XXXX-XXXX-XXXX-5905,Visa,Active,2023-02-17,2028-02-17,No,10000,25000
DBC00510,CUST00510,ACC00565,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-4663,Visa,Active,2023-11-02,2028-11-02,No,10000,25000
DBC00511,CUST00511,ACC00566,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-9516,Visa,Active,2025-06-12,2030-06-12,No,10000,25000
DBC00512,CUST00512,ACC00567,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-6980,Visa,Active,2024-11-16,2029-11-16,Yes,25000,100000
DBC00513,CUST00513,ACC00569,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2393,Visa,Active,2018-05-15,2023-05-15,No,10000,25000
DBC00514,CUST00514,ACC00570,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7805,Visa,Active,2018-08-07,2023-08-07,No,10000,25000
DBC00515,CUST00515,ACC00571,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-1768,RuPay,Active,2025-05-04,2030-05-04,No,10000,20000
DBC00516,CUST00516,ACC00572,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-9335,Visa,Active,2025-09-07,2030-09-07,No,10000,25000
DBC00517,CUST00517,ACC00573,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-3205,Visa,Active,2025-05-02,2030-05-02,Yes,25000,75000
DBC00518,CUST00518,ACC00574,DB007,Business Debit Card,XXXX-XXXX-XXXX-4449,Visa,Active,2025-10-06,2030-10-06,Yes,50000,200000
