customer_investment_id,customer_id,investment_product_id,investment_product_name,investment_category,provider,investment_type,investment_mode,monthly_amount,initial_investment_amount,total_invested_amount,current_value,start_date,status
INV00868,CUST00488,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,2700,2700,67500,87936.3,2025-09-13,Active
INV00869,CUST00488,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,13223,13223,18552.51,2025-09-13,Active
INV00870,CUST00489,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,17500,18451.62,2020-04-25,Active
INV00871,CUST00489,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,34004,34004,408048,427260.47,2020-04-25,Active
INV00872,CUST00489,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2020-04-25,Active
INV00873,CUST00489,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,747532,747532,1208403.47,2020-04-25,Active
INV00874,CUST00489,INV014,Private Banking,Private Banking,HDFC Bank,Private Banking,Managed,0,63616804,63616804,69269653.21,2020-04-25,Active
INV00875,CUST00490,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,921,921,26709,33501.85,2020-05-03,Active
INV00876,CUST00490,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,196085,196085,256149.62,2020-05-03,Active
INV00877,CUST00490,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3737,3737,108373,115839.14,2020-05-03,Active
INV00878,CUST00492,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,7751,7751,147269,164021.12,2026-02-11,Active
INV00879,CUST00492,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,30862,30862,33925.77,2026-02-11,Active
INV00880,CUST00493,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,19602,19602,156816,184857.06,2022-05-31,Active
INV00881,CUST00495,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,8205,8205,106665,123236.84,2025-12-07,Active
INV00882,CUST00495,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,32167,32167,42142.15,2025-12-07,Active
INV00883,CUST00496,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,23088,23088,277056,274857.31,2023-04-05,Active
INV00884,CUST00496,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,5783,5783,138792,153820.46,2023-04-05,Active
INV00885,CUST00496,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2023-04-05,Active
INV00886,CUST00496,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,154456,154456,224968.98,2023-04-05,Active
INV00887,CUST00497,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,10943,10943,218860,233999.16,2020-10-20,Active
INV00888,CUST00497,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,131903,131903,173945.84,2020-10-20,Active
INV00889,CUST00498,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,50000,50000,1300000,1439714.2,2021-03-31,Active
INV00890,CUST00498,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2021-03-31,Active
INV00891,CUST00498,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,10634,10634,10490.93,2021-03-31,Active
INV00892,CUST00499,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,12000,14924.06,2025-08-09,Active
INV00893,CUST00499,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,8491,8491,237748,249359.2,2025-08-09,Active
INV00894,CUST00502,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,60209,60209,75119.02,2021-09-12,Active
INV00895,CUST00502,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,5293,5293,148204,154533.43,2021-09-12,Active
INV00896,CUST00502,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2021-09-12,Active
INV00897,CUST00502,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,34554,34554,35736.97,2021-09-12,Active
INV00898,CUST00503,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,7936,7936,71424,76112.68,2024-12-23,Active
INV00899,CUST00505,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,327811,327811,343549.43,2021-03-27,Active
INV00900,CUST00505,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,9942,9942,357912,385363.72,2021-03-27,Active
INV00901,CUST00506,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,75604,75604,76370.06,2021-09-01,Active
INV00902,CUST00507,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,8238,8238,107094,124332.67,2026-05-08,Active
INV00903,CUST00507,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,228682,228682,235585.61,2026-05-08,Active
INV00904,CUST00507,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,5227,5227,177718,193009.6,2026-05-08,Active
INV00905,CUST00508,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,47876,47876,143628,157843.73,2019-05-15,Active
INV00906,CUST00508,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,32397,32397,36610.08,2019-05-15,Active
INV00907,CUST00509,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,6543,6543,111231,132097.79,2019-07-21,Active
INV00908,CUST00509,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,99553,99553,106452.51,2019-07-21,Active
INV00909,CUST00510,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,9117,9117,72936,84877.06,2015-06-18,Active
INV00910,CUST00510,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,484736,484736,510037.69,2015-06-18,Active
INV00911,CUST00510,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1803,1803,27045,29945.37,2015-06-18,Active
INV00912,CUST00510,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2015-06-18,Active
INV00913,CUST00510,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,120074,120074,140005.52,2015-06-18,Active
INV00914,CUST00510,INV011,ETF - Nifty 50,ETF,HDFC Securities,ETF,Lumpsum,0,147287,147287,186479.49,2015-06-18,Active
INV00915,CUST00511,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,11003,11003,220060,262091.76,2025-08-15,Active
INV00916,CUST00512,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,39692,39692,158768,181144.11,2025-11-18,Active
INV00917,CUST00512,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,98375,98375,116435.22,2025-11-18,Active
INV00918,CUST00512,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,588,588,6468,7020.35,2025-11-18,Active
INV00919,CUST00513,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,3720,3720,44640,51835.02,2026-04-10,Active
INV00920,CUST00513,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,114119,114119,119504.77,2026-04-10,Active
INV00921,CUST00514,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,6607,6607,231245,251831.06,2024-04-26,Active
INV00922,CUST00514,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,70347,70347,66349.01,2024-04-26,Active
INV00923,CUST00514,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3176,3176,101632,113173.19,2024-04-26,Active
INV00924,CUST00515,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,103957,103957,119481.43,2020-09-08,Active
INV00925,CUST00516,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,8138,8138,97656,119503.98,2026-04-06,Active
INV00926,CUST00517,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,129691,129691,183132.78,2025-10-14,Active
INV00927,CUST00517,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,813,813,10569,11760.08,2025-10-14,Active
INV00928,CUST00517,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-10-14,Active
INV00929,CUST00517,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,67260,67260,99087.13,2025-10-14,Active
INV00930,CUST00519,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,16782,16782,302076,327922.88,2021-05-01,Active
INV00931,CUST00519,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,2590,2590,31080,31827.69,2021-05-01,Active
INV00932,CUST00520,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,388573,388573,459585.55,2024-10-20,Active
INV00933,CUST00521,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,9407,9407,8750.9,2020-12-07,Active
INV00934,CUST00522,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,6594,6594,105504,140674.94,2022-07-06,Active
INV00935,CUST00522,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,889,889,8890,9138.0,2022-07-06,Active
INV00936,CUST00523,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,131310,131310,147935.88,2025-07-19,Active
INV00937,CUST00524,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,199259,199259,202869.25,2023-02-18,Active
INV00938,CUST00524,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,6826,6826,197954,213137.43,2023-02-18,Active
INV00939,CUST00525,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,2671,2671,29381,32191.92,2016-05-12,Active
INV00940,CUST00526,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,89633,89633,116376.06,2020-04-22,Active
INV00941,CUST00527,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,40507,40507,53377.01,2020-05-13,Active
INV00942,CUST00527,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2020-05-13,Active
INV00943,CUST00527,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,334591,334591,403481.75,2020-05-13,Active
INV00944,CUST00528,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,1177,1177,10593,10405.33,2016-01-22,Active
INV00945,CUST00528,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,39710,39710,51789.7,2016-01-22,Active
INV00946,CUST00528,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,2121,2121,48783,53634.56,2016-01-22,Active
INV00947,CUST00530,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,6000,8029.83,2026-03-25,Active
INV00948,CUST00531,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,203611,203611,277616.48,2026-01-07,Active
INV00949,CUST00531,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3599,3599,25193,27105.96,2026-01-07,Active
INV00950,CUST00532,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,15000,18521.69,2016-12-18,Active
INV00951,CUST00532,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,1363199,1363199,1296483.43,2016-12-18,Active
INV00952,CUST00532,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2016-12-18,Active
INV00953,CUST00532,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,68540,68540,59688.46,2016-12-18,Active
INV00954,CUST00532,INV011,ETF - Nifty 50,ETF,HDFC Securities,ETF,Lumpsum,0,319836,319836,332696.1,2016-12-18,Active
INV00955,CUST00532,INV013,Wealth Management Service,Wealth Management,HDFC Bank,Portfolio Management,Managed,0,23906468,23906468,26000523.28,2016-12-18,Active
INV00956,CUST00533,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,16000,20861.8,2019-02-09,Active
INV00957,CUST00533,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,19402,19402,582060,586544.56,2019-02-09,Active
INV00958,CUST00533,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2019-02-09,Active
INV00959,CUST00533,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,639294,639294,762893.54,2019-02-09,Active
INV00960,CUST00533,INV013,Wealth Management Service,Wealth Management,HDFC Bank,Portfolio Management,Managed,0,12368075,12368075,14948831.32,2019-02-09,Active
INV00961,CUST00534,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-07-24,Active
INV00962,CUST00534,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,124062,124062,123162.35,2025-07-24,Active
INV00963,CUST00534,INV013,Wealth Management Service,Wealth Management,HDFC Bank,Portfolio Management,Managed,0,17099843,17099843,20962513.33,2025-07-24,Active
INV00964,CUST00535,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,47771,47771,1194275,1364899.43,2024-08-01,Active
INV00965,CUST00535,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,206503,206503,292152.52,2024-08-01,Active
INV00966,CUST00536,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,677,677,10832,11389.29,2021-01-03,Active
INV00967,CUST00537,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,128762,128762,151314.47,2022-11-10,Active
INV00968,CUST00537,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1410,1410,25380,27381.9,2022-11-10,Active
INV00969,CUST00538,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,5000,5917.25,2020-03-28,Active
INV00970,CUST00538,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,682,682,12958,14231.75,2020-03-28,Active
INV00971,CUST00539,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,6235,6235,162110,172164.98,2018-08-06,Active
INV00972,CUST00541,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,50000,50000,550000,558601.94,2026-04-06,Active
INV00973,CUST00541,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,555222,555222,791858.74,2026-04-06,Active
INV00974,CUST00541,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2026-04-06,Active
INV00975,CUST00541,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,230716,230716,350437.82,2026-04-06,Active
INV00976,CUST00541,INV011,ETF - Nifty 50,ETF,HDFC Securities,ETF,Lumpsum,0,13384,13384,19796.67,2026-04-06,Active
INV00977,CUST00542,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,41528,41528,996672,1017395.49,2025-11-29,Active
INV00978,CUST00542,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,243950,243950,246350.14,2025-11-29,Active
INV00979,CUST00542,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3201,3201,44814,47689.99,2025-11-29,Active
INV00980,CUST00542,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-11-29,Active
INV00981,CUST00542,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,55129,55129,71033.98,2025-11-29,Active
INV00982,CUST00543,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,15936,15936,318720,409212.03,2021-11-26,Active
INV00983,CUST00544,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,236001,236001,324059.66,2024-01-15,Active
INV00984,CUST00544,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2024-01-15,Active
INV00985,CUST00544,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,59785,59785,44050.71,2024-01-15,Active
INV00986,CUST00545,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,20121,20121,160968,185032.48,2025-11-17,Active
INV00987,CUST00546,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,15111,15111,241776,267115.17,2025-12-17,Active
INV00988,CUST00546,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3560,3560,74760,78682.59,2025-12-17,Active
INV00989,CUST00546,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-12-17,Active
INV00990,CUST00546,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,92633,92633,141584.43,2025-12-17,Active
INV00991,CUST00547,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,38434,38434,45947.69,2023-11-27,Active
INV00992,CUST00547,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1894,1894,28410,28572.73,2023-11-27,Active
INV00993,CUST00547,INV013,Wealth Management Service,Wealth Management,HDFC Bank,Portfolio Management,Managed,0,12569265,12569265,12913195.97,2023-11-27,Active
INV00994,CUST00549,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,8559,8559,119826,120348.29,2025-08-01,Active
INV00995,CUST00549,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,228941,228941,294848.09,2025-08-01,Active
INV00996,CUST00551,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,2959,2959,41426,45901.02,2024-03-19,Active
INV00997,CUST00551,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,655,655,6550,6678.61,2024-03-19,Active
INV00998,CUST00552,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,16174,16174,291132,356192.4,2025-12-25,Active
INV00999,CUST00552,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-12-25,Active
INV01000,CUST00552,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,63232,63232,61357.06,2025-12-25,Active
INV01001,CUST00553,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,2965,2965,20755,27890.98,2020-09-05,Active
INV01002,CUST00553,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,156054,156054,179783.46,2020-09-05,Active
INV01003,CUST00554,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,5788,5788,28940,28481.61,2026-02-24,Active
INV01004,CUST00556,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,8949,8949,62643,64981.42,2020-06-03,Active
INV01005,CUST00556,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1200,1200,39600,39630.39,2020-06-03,Active
INV01006,CUST00556,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2020-06-03,Active
INV01007,CUST00556,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,15300,15300,26714.1,2020-06-03,Active
INV01008,CUST00557,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,14765,14765,383890,476829.85,2024-09-04,Active
INV01009,CUST00557,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,32350,32350,36812.27,2024-09-04,Active
INV01010,CUST00557,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,760,760,23560,23956.31,2024-09-04,Active
INV01011,CUST00559,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,14000,18234.91,2016-11-27,Active
INV01012,CUST00559,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,150257,150257,205135.11,2016-11-27,Active
INV01013,CUST00560,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,50000,50000,350000,460752.07,2022-12-25,Active
INV01014,CUST00560,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,397779,397779,418907.87,2022-12-25,Active
INV01015,CUST00560,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2022-12-25,Active
INV01016,CUST00560,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,221205,221205,172915.22,2022-12-25,Active
INV01017,CUST00560,INV013,Wealth Management Service,Wealth Management,HDFC Bank,Portfolio Management,Managed,0,12329211,12329211,14413439.74,2022-12-25,Active
INV01018,CUST00561,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,47942,47942,56026.62,2026-06-17,Active
INV01019,CUST00562,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,38575,38575,887225,1088454.17,2024-06-06,Active
INV01020,CUST00562,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,423428,423428,438887.75,2024-06-06,Active
INV01021,CUST00562,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2024-06-06,Active
INV01022,CUST00562,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,237310,237310,260242.43,2024-06-06,Active
INV01023,CUST00563,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,13500,13610.33,2020-06-11,Active
INV01024,CUST00565,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,1255,1255,42670,43573.41,2026-02-17,Active
INV01025,CUST00565,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,58546,58546,74248.23,2026-02-17,Active
INV01026,CUST00565,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,6149,6149,55341,57410.5,2026-02-17,Active
INV01027,CUST00565,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2026-02-17,Active
INV01028,CUST00565,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,156682,156682,210057.66,2026-02-17,Active
INV01029,CUST00566,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,13500,16584.48,2021-10-24,Active
INV01030,CUST00568,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,11859,11859,355770,354015.07,2025-06-01,Active
INV01031,CUST00568,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,306557,306557,389085.31,2025-06-01,Active
INV01032,CUST00568,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,4765,4765,66710,68340.22,2025-06-01,Active
INV01033,CUST00570,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,155473,155473,195798.0,2025-04-19,Active
INV01034,CUST00571,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,235996,235996,278872.54,2020-09-29,Active
INV01035,CUST00571,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2020-09-29,Active
INV01036,CUST00571,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,30565,30565,44224.3,2020-09-29,Active
INV01037,CUST00572,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,29141,29141,378833,459562.68,2026-06-22,Active
INV01038,CUST00572,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,117862,117862,129030.37,2026-06-22,Active
INV01039,CUST00572,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,10056,10056,130728,130956.14,2026-06-22,Active
INV01040,CUST00573,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,3982,3982,27874,28233.32,2025-12-17,Active
INV01041,CUST00573,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,12782,12782,16585.5,2025-12-17,Active
INV01042,CUST00574,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,5000,6376.63,2025-12-16,Active
INV01043,CUST00574,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,157992,157992,145531.18,2025-12-16,Active
INV01044,CUST00575,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,4215,4215,88515,109926.76,2019-01-13,Active
INV01045,CUST00576,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,44676,44676,804168,894589.36,2025-07-03,Active
INV01046,CUST00577,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,9668,9668,87012,96758.16,2021-02-12,Active
INV01047,CUST00577,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,242819,242819,301921.09,2021-02-12,Active
INV01048,CUST00578,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,10140,10140,30420,40556.0,2026-06-20,Active
