account_id,customer_id,account_type,account_product_name,account_number_masked,account_status,opening_date,currency,average_monthly_balance,branch_id
ACC00509,CUST00464,Savings,Savings Max,XXXXXX4932,Active,2025-06-23,INR,16632.84,BR045
ACC00510,CUST00465,Current,Business Current Account,XXXXXX9604,Active,2025-06-29,INR,158885.46,BR033
ACC00511,CUST00466,Current,Business Current Account,XXXXXX2245,Active,2017-05-11,INR,236948.16,BR013
ACC00512,CUST00467,Savings,Digital Savings Account,XXXXXX1031,Active,2020-01-20,INR,56105.03,BR006
ACC00513,CUST00468,Current,Premium Current Account,XXXXXX2450,Active,2024-11-12,INR,518826.5,BR002
ACC00514,CUST00468,Savings,Savings Max,XXXXXX6526,Active,2025-09-15,INR,735844.33,BR002
ACC00515,CUST00469,Savings,Savings Max,XXXXXX4481,Active,2024-10-08,INR,58755.77,BR034
ACC00516,CUST00470,Salary,Premium Salary Account,XXXXXX7976,Active,2026-01-24,INR,91963.16,BR071
ACC00517,CUST00471,Salary,Premium Salary Account,XXXXXX8765,Active,2021-09-11,INR,58677.64,BR013
ACC00518,CUST00472,Current,Premium Current Account,XXXXXX2221,Active,2019-10-13,INR,3215813.79,BR035
ACC00519,CUST00473,Savings,Regular Savings Account,XXXXXX8380,Active,2025-11-30,INR,14814.72,BR040
ACC00520,CUST00474,Current,Premium Current Account,XXXXXX3341,Active,2023-09-17,INR,965894.1,BR052
ACC00521,CUST00475,Salary,Premium Salary Account,XXXXXX1137,Active,2026-06-13,INR,147837.12,BR044
ACC00522,CUST00476,Savings,Millennia Savings Account,XXXXXX5891,Active,2024-02-05,INR,229633.75,BR065
ACC00523,CUST00477,Salary,Salary Account,XXXXXX7106,Active,2021-03-12,INR,217745.32,BR044
ACC00524,CUST00478,Salary,Premium Salary Account,XXXXXX7221,Active,2021-11-24,INR,92948.37,BR005
ACC00525,CUST00479,Current,Business Current Account,XXXXXX2275,Active,2025-01-01,INR,800106.97,BR066
ACC00526,CUST00479,Savings,Digital Savings Account,XXXXXX1252,Active,2026-04-04,INR,1171364.14,BR066
ACC00527,CUST00480,Salary,Salary Account,XXXXXX7063,Active,2025-11-03,INR,21370.43,BR024
ACC00528,CUST00481,Savings,Savings Max,XXXXXX5267,Active,2026-06-24,INR,35354.42,BR059
ACC00529,CUST00482,Salary,Savings Account,XXXXXX3054,Active,2025-01-03,INR,36747.6,BR045
ACC00530,CUST00483,Current,Premium Current Account,XXXXXX4448,Active,2023-02-16,INR,1213186.13,BR028
ACC00531,CUST00483,Savings,Regular Savings Account,XXXXXX2167,Active,2025-11-05,INR,1473525.85,BR028
ACC00532,CUST00484,Salary,Premium Salary Account,XXXXXX7126,Active,2023-05-14,INR,48230.75,BR021
ACC00533,CUST00485,Current,Premium Current Account,XXXXXX7503,Active,2024-02-08,INR,49281.04,BR061
ACC00534,CUST00486,Savings,Savings Max,XXXXXX1540,Active,2026-05-11,INR,115290.19,BR023
ACC00535,CUST00487,Current,Regular Current Account,XXXXXX6495,Active,2025-04-24,INR,66584.32,BR057
ACC00536,CUST00487,Savings,Digital Savings Account,XXXXXX9589,Active,2026-06-08,INR,31700.52,BR057
ACC00537,CUST00488,Savings,Digital Savings Account,XXXXXX1729,Active,2019-12-06,INR,33131.87,BR013
ACC00538,CUST00489,Current,Business Current Account,XXXXXX3287,Active,2024-08-01,INR,1050184.9,BR061
ACC00539,CUST00490,Current,Regular Current Account,XXXXXX2826,Active,2019-08-19,INR,64916.62,BR065
ACC00540,CUST00490,Savings,Millennia Savings Account,XXXXXX5729,Active,2024-09-02,INR,417147.21,BR065
ACC00541,CUST00491,Savings,Millennia Savings Account,XXXXXX1417,Active,2025-09-21,INR,24775.92,BR068
ACC00542,CUST00492,Salary,Salary Account,XXXXXX6167,Active,2024-11-27,INR,13493.6,BR059
ACC00543,CUST00493,Savings,Digital Savings Account,XXXXXX3440,Active,2022-07-14,INR,83987.78,BR013
ACC00544,CUST00494,Savings,Millennia Savings Account,XXXXXX6819,Active,2025-03-29,INR,116751.38,BR039
ACC00545,CUST00495,Salary,Salary Account,XXXXXX3149,Active,2025-07-16,INR,104886.71,BR014
ACC00546,CUST00496,Salary,Salary Account,XXXXXX8311,Active,2025-09-02,INR,139987.93,BR034
ACC00547,CUST00497,Savings,Digital Savings Account,XXXXXX7852,Active,2023-04-16,INR,73564.09,BR038
ACC00548,CUST00498,Savings,Regular Savings Account,XXXXXX8390,Active,2024-04-13,INR,551479.38,BR032
ACC00549,CUST00498,Current,Premium Current Account,XXXXXX7982,Active,2025-07-14,INR,1336590.09,BR032
ACC00550,CUST00499,Current,Premium Current Account,XXXXXX7427,Active,2023-10-03,INR,358125.77,BR034
ACC00551,CUST00499,Savings,Regular Savings Account,XXXXXX4572,Active,2026-08-11,INR,366389.23,BR034
ACC00552,CUST00500,Savings,Digital Savings Account,XXXXXX7963,Active,2021-07-19,INR,99671.24,BR051
ACC00553,CUST00501,Salary,Premium Salary Account,XXXXXX3408,Active,2023-05-10,INR,91642.92,BR060
ACC00554,CUST00502,Salary,Premium Salary Account,XXXXXX1007,Active,2020-12-14,INR,254958.45,BR020
ACC00555,CUST00503,Current,Premium Current Account,XXXXXX7261,Active,2025-04-03,INR,199505.45,BR027
ACC00556,CUST00503,Savings,Savings Max,XXXXXX5024,Active,2026-05-05,INR,853499.04,BR027
ACC00557,CUST00504,Savings,Regular Savings Account,XXXXXX1995,Active,2026-05-24,INR,46364.75,BR065
ACC00558,CUST00505,Savings,Regular Savings Account,XXXXXX4100,Active,2023-12-08,INR,357636.86,BR047
ACC00559,CUST00506,Current,Premium Current Account,XXXXXX3806,Active,2019-11-15,INR,217851.81,BR038
ACC00560,CUST00506,Savings,Digital Savings Account,XXXXXX9975,Active,2023-09-28,INR,601377.13,BR038
ACC00561,CUST00507,Current,Regular Current Account,XXXXXX2107,Active,2026-03-22,INR,66701.97,BR061
ACC00562,CUST00507,Savings,Savings Max,XXXXXX8436,Active,2026-05-05,INR,343447.65,BR061
ACC00563,CUST00508,Current,Business Current Account,XXXXXX4408,Active,2021-05-01,INR,201331.02,BR033
ACC00564,CUST00509,Salary,Savings Account,XXXXXX1759,Active,2023-02-17,INR,120361.29,BR076
ACC00565,CUST00510,Savings,Digital Savings Account,XXXXXX4938,Active,2023-11-02,INR,638574.1,BR062
ACC00566,CUST00511,Salary,Premium Salary Account,XXXXXX6933,Active,2025-06-12,INR,17018.25,BR009
ACC00567,CUST00512,Savings,Millennia Savings Account,XXXXXX7585,Active,2024-11-16,INR,389492.47,BR003
ACC00568,CUST00512,Current,Premium Current Account,XXXXXX7942,Active,2026-07-10,INR,230950.33,BR003
ACC00569,CUST00513,Savings,Millennia Savings Account,XXXXXX6874,Active,2018-05-15,INR,57396.08,BR038
ACC00570,CUST00514,Salary,Premium Salary Account,XXXXXX9436,Active,2018-08-07,INR,106100.71,BR051
ACC00571,CUST00515,Savings,Digital Savings Account,XXXXXX7692,Active,2025-05-04,INR,39363.7,BR077
ACC00572,CUST00516,Savings,Digital Savings Account,XXXXXX2353,Active,2025-09-07,INR,59824.26,BR078
ACC00573,CUST00517,Salary,Savings Account,XXXXXX6213,Active,2025-05-02,INR,159579.65,BR056
ACC00574,CUST00518,Current,Regular Current Account,XXXXXX9635,Active,2025-10-06,INR,22164.37,BR006
ACC00575,CUST00519,Salary,Salary Account,XXXXXX1010,Active,2023-08-19,INR,61620.48,BR036
ACC00576,CUST00520,Salary,Premium Salary Account,XXXXXX1523,Active,2025-01-07,INR,641834.0,BR064
ACC00577,CUST00521,Salary,Savings Account,XXXXXX8594,Active,2019-06-28,INR,24393.74,BR052
ACC00578,CUST00522,Salary,Savings Account,XXXXXX9958,Active,2026-06-17,INR,52126.92,BR029
ACC00579,CUST00523,Savings,Digital Savings Account,XXXXXX7444,Active,2022-12-12,INR,289404.52,BR047
ACC00580,CUST00524,Savings,Millennia Savings Account,XXXXXX5453,Active,2023-12-27,INR,50290.59,BR080
ACC00581,CUST00524,Current,Regular Current Account,XXXXXX7523,Active,2024-02-05,INR,459246.01,BR080
ACC00582,CUST00525,Salary,Savings Account,XXXXXX6771,Active,2024-02-09,INR,85849.8,BR028
ACC00583,CUST00526,Salary,Premium Salary Account,XXXXXX9381,Active,2021-02-18,INR,20018.86,BR077
ACC00584,CUST00527,Savings,Millennia Savings Account,XXXXXX7000,Active,2023-07-04,INR,432655.99,BR011
ACC00585,CUST00527,Current,Regular Current Account,XXXXXX1680,Active,2024-11-18,INR,633700.56,BR011
ACC00586,CUST00528,Savings,Millennia Savings Account,XXXXXX1026,Active,2025-09-11,INR,76136.67,BR013
ACC00587,CUST00529,Current,Regular Current Account,XXXXXX2800,Active,2015-11-17,INR,61390.54,BR020
ACC00588,CUST00530,Savings,Digital Savings Account,XXXXXX1590,Active,2026-04-25,INR,5000,BR068
ACC00589,CUST00531,Current,Regular Current Account,XXXXXX1272,Active,2021-04-03,INR,29854.03,BR008
ACC00590,CUST00532,Current,Business Current Account,XXXXXX7668,Active,2023-09-30,INR,953802.95,BR028
ACC00591,CUST00533,Savings,Millennia Savings Account,XXXXXX8934,Active,2026-06-17,INR,612095.4,BR077
ACC00592,CUST00534,Current,Regular Current Account,XXXXXX7504,Active,2026-07-16,INR,874438.38,BR029
ACC00593,CUST00535,Savings,Savings Max,XXXXXX5797,Active,2026-02-22,INR,370659.43,BR064
ACC00594,CUST00536,Savings,Digital Savings Account,XXXXXX8445,Active,2022-03-14,INR,71737.45,BR044
ACC00595,CUST00537,Current,Business Current Account,XXXXXX3852,Active,2023-07-25,INR,192406.59,BR008
ACC00596,CUST00538,Salary,Premium Salary Account,XXXXXX5679,Active,2018-12-03,INR,12982.48,BR079
ACC00597,CUST00539,Savings,Savings Max,XXXXXX5788,Active,2017-11-03,INR,15030.65,BR070
ACC00598,CUST00540,Savings,Regular Savings Account,XXXXXX6851,Active,2026-03-21,INR,14707.26,BR047
ACC00599,CUST00541,Savings,Digital Savings Account,XXXXXX9526,Active,2017-10-05,INR,596336.61,BR073
ACC00600,CUST00542,Savings,Regular Savings Account,XXXXXX8551,Active,2026-04-28,INR,310466.31,BR046
ACC00601,CUST00543,Savings,Millennia Savings Account,XXXXXX5144,Active,2026-02-04,INR,70298.85,BR032
ACC00602,CUST00544,Salary,Premium Salary Account,XXXXXX9060,Active,2024-05-11,INR,302069.38,BR009
ACC00603,CUST00544,Savings,Digital Savings Account,XXXXXX2421,Active,2024-10-27,INR,391520.92,BR009
ACC00604,CUST00545,Salary,Savings Account,XXXXXX1868,Active,2018-03-18,INR,185527.66,BR031
ACC00605,CUST00546,Current,Regular Current Account,XXXXXX9466,Active,2025-07-30,INR,226666.56,BR066
ACC00606,CUST00547,Current,Regular Current Account,XXXXXX4213,Active,2026-02-06,INR,1345674.34,BR031
ACC00607,CUST00548,Savings,Millennia Savings Account,XXXXXX5822,Active,2026-06-01,INR,21718.63,BR056
ACC00608,CUST00549,Savings,Savings Max,XXXXXX5486,Active,2021-06-14,INR,105680.99,BR070
ACC00609,CUST00550,Savings,Digital Savings Account,XXXXXX1174,Active,2021-10-26,INR,5000,BR045
ACC00610,CUST00551,Salary,Savings Account,XXXXXX7194,Active,2024-08-22,INR,24794.09,BR022
ACC00611,CUST00552,Salary,Premium Salary Account,XXXXXX3468,Active,2025-12-21,INR,50644.85,BR024
ACC00612,CUST00553,Salary,Savings Account,XXXXXX6896,Active,2023-08-13,INR,74870.81,BR062
ACC00613,CUST00553,Savings,Regular Savings Account,XXXXXX7175,Active,2026-07-05,INR,141974.7,BR062
ACC00614,CUST00554,Savings,Millennia Savings Account,XXXXXX5933,Active,2022-04-25,INR,20676.65,BR030
ACC00615,CUST00555,Salary,Savings Account,XXXXXX6128,Active,2026-01-28,INR,90772.86,BR042
ACC00616,CUST00556,Salary,Premium Salary Account,XXXXXX1559,Active,2023-01-10,INR,30396.38,BR077
ACC00617,CUST00557,Current,Business Current Account,XXXXXX3083,Active,2025-01-27,INR,41306.17,BR049
ACC00618,CUST00558,Savings,Millennia Savings Account,XXXXXX4843,Active,2017-11-25,INR,76665.15,BR005
ACC00619,CUST00559,Current,Premium Current Account,XXXXXX1253,Active,2019-11-18,INR,355786.8,BR071
ACC00620,CUST00560,Current,Business Current Account,XXXXXX4485,Active,2024-01-22,INR,1164719.09,BR038
ACC00621,CUST00561,Savings,Savings Max,XXXXXX4212,Active,2023-04-03,INR,46173.25,BR021
ACC00622,CUST00562,Savings,Regular Savings Account,XXXXXX5484,Active,2025-05-21,INR,424516.12,BR039
ACC00623,CUST00563,Salary,Premium Salary Account,XXXXXX7128,Active,2024-07-02,INR,347353.81,BR062
ACC00624,CUST00564,Salary,Savings Account,XXXXXX8980,Active,2025-06-13,INR,40445.71,BR016
ACC00625,CUST00565,Current,Regular Current Account,XXXXXX6726,Active,2026-02-18,INR,446229.68,BR056
ACC00626,CUST00566,Savings,Digital Savings Account,XXXXXX8674,Active,2023-12-07,INR,5000,BR030
ACC00627,CUST00567,Savings,Millennia Savings Account,XXXXXX3272,Active,2022-05-27,INR,89665.13,BR070
ACC00628,CUST00568,Salary,Savings Account,XXXXXX5182,Active,2026-04-06,INR,95762.91,BR027
ACC00629,CUST00569,Salary,Savings Account,XXXXXX8510,Active,2023-12-21,INR,66378.64,BR074
ACC00630,CUST00570,Current,Premium Current Account,XXXXXX7962,Active,2026-04-08,INR,163219.59,BR027
ACC00631,CUST00571,Salary,Salary Account,XXXXXX7840,Active,2020-06-06,INR,360784.02,BR061
ACC00632,CUST00572,Current,Premium Current Account,XXXXXX4084,Active,2025-09-13,INR,428174.86,BR005
ACC00633,CUST00572,Savings,Digital Savings Account,XXXXXX8281,Active,2025-10-25,INR,509008.19,BR005
ACC00634,CUST00573,Salary,Salary Account,XXXXXX2367,Active,2021-12-04,INR,34409.95,BR058
ACC00635,CUST00574,Current,Regular Current Account,XXXXXX3357,Active,2025-12-14,INR,49943.83,BR015
ACC00636,CUST00575,Salary,Premium Salary Account,XXXXXX6247,Active,2019-08-04,INR,33229.04,BR016
ACC00637,CUST00576,Savings,Savings Max,XXXXXX9979,Active,2023-11-29,INR,241896.78,BR015
ACC00638,CUST00577,Savings,Millennia Savings Account,XXXXXX3950,Active,2024-03-28,INR,589952.96,BR010
ACC00639,CUST00578,Salary,Premium Salary Account,XXXXXX9438,Active,2025-09-03,INR,57256.95,BR066
ACC00640,CUST00579,Savings,Digital Savings Account,XXXXXX7502,Active,2021-12-31,INR,99492.67,BR042
ACC00641,CUST00580,Savings,Millennia Savings Account,XXXXXX5638,Active,2021-10-31,INR,355325.67,BR041
ACC00642,CUST00581,Current,Regular Current Account,XXXXXX3249,Active,2022-10-30,INR,220840.7,BR023
ACC00643,CUST00582,Savings,Digital Savings Account,XXXXXX3021,Active,2026-04-01,INR,37183.61,BR071
ACC00644,CUST00583,Savings,Digital Savings Account,XXXXXX3798,Active,2019-01-08,INR,510724.48,BR055
ACC00645,CUST00584,Salary,Premium Salary Account,XXXXXX4838,Active,2022-05-27,INR,376586.41,BR027
ACC00646,CUST00585,Current,Premium Current Account,XXXXXX9933,Active,2022-11-14,INR,1560897.15,BR011
ACC00647,CUST00585,Savings,Savings Max,XXXXXX9712,Active,2024-02-27,INR,1022634.22,BR011
ACC00648,CUST00586,Current,Business Current Account,XXXXXX9822,Active,2025-07-07,INR,228714.33,BR052
ACC00649,CUST00587,Current,Regular Current Account,XXXXXX3603,Active,2025-12-14,INR,2964490.16,BR045
ACC00650,CUST00588,Savings,Regular Savings Account,XXXXXX3376,Active,2025-03-11,INR,237454.53,BR038
ACC00651,CUST00588,Current,Premium Current Account,XXXXXX9126,Active,2026-03-28,INR,446545.32,BR038
ACC00652,CUST00589,Savings,Millennia Savings Account,XXXXXX8498,Active,2022-09-18,INR,57177.43,BR010
ACC00653,CUST00590,Savings,Millennia Savings Account,XXXXXX1670,Active,2022-06-09,INR,85467.85,BR048
ACC00654,CUST00591,Current,Regular Current Account,XXXXXX4030,Active,2024-12-10,INR,785593.86,BR033
ACC00655,CUST00591,Savings,Savings Max,XXXXXX8889,Active,2025-07-30,INR,483861.23,BR033
ACC00656,CUST00592,Salary,Salary Account,XXXXXX6752,Active,2021-08-09,INR,532205.91,BR032
ACC00657,CUST00593,Salary,Savings Account,XXXXXX4166,Active,2020-11-18,INR,73174.55,BR071
ACC00658,CUST00594,Savings,Millennia Savings Account,XXXXXX7322,Active,2026-02-26,INR,138240.76,BR007
ACC00659,CUST00595,Savings,Savings Max,XXXXXX1498,Active,2020-10-10,INR,63677.57,BR079
ACC00660,CUST00596,Savings,Digital Savings Account,XXXXXX6050,Active,2021-08-20,INR,41952.44,BR064
ACC00661,CUST00597,Savings,Digital Savings Account,XXXXXX6870,Active,2025-12-14,INR,44320.63,BR039
ACC00662,CUST00598,Salary,Salary Account,XXXXXX1460,Active,2020-11-22,INR,77707.07,BR009
ACC00663,CUST00599,Savings,Savings Max,XXXXXX1020,Active,2021-09-24,INR,117883.08,BR044
ACC00664,CUST00600,Salary,Salary Account,XXXXXX1343,Active,2025-07-11,INR,121623.38,BR046
ACC00665,CUST00601,Salary,Salary Account,XXXXXX1238,Active,2026-07-03,INR,8024.78,BR013
ACC00666,CUST00602,Savings,Digital Savings Account,XXXXXX6126,Active,2026-03-29,INR,5000,BR076
ACC00667,CUST00603,Savings,Digital Savings Account,XXXXXX3733,Active,2022-07-11,INR,312105.28,BR007
ACC00668,CUST00603,Current,Premium Current Account,XXXXXX4850,Active,2025-10-02,INR,1874755.94,BR007
ACC00669,CUST00604,Savings,Millennia Savings Account,XXXXXX6143,Active,2026-05-06,INR,197282.53,BR019
ACC00670,CUST00605,Savings,Regular Savings Account,XXXXXX1826,Active,2022-02-17,INR,199054.76,BR051
ACC00671,CUST00605,Current,Business Current Account,XXXXXX2413,Active,2022-10-26,INR,259420.37,BR051
ACC00672,CUST00606,Savings,Regular Savings Account,XXXXXX4699,Active,2022-02-14,INR,27532.95,BR034
ACC00673,CUST00607,Savings,Regular Savings Account,XXXXXX5926,Active,2024-10-06,INR,396190.83,BR077
ACC00674,CUST00607,Current,Business Current Account,XXXXXX7360,Active,2024-10-16,INR,580883.16,BR077
ACC00675,CUST00608,Savings,Savings Max,XXXXXX9662,Active,2024-07-30,INR,24108.26,BR027
ACC00676,CUST00609,Current,Regular Current Account,XXXXXX4078,Active,2020-12-02,INR,33904.67,BR016
ACC00677,CUST00609,Savings,Regular Savings Account,XXXXXX2457,Active,2025-04-01,INR,309859.94,BR016
ACC00678,CUST00610,Savings,Regular Savings Account,XXXXXX9061,Active,2022-03-20,INR,52036.67,BR066
ACC00679,CUST00611,Current,Business Current Account,XXXXXX2936,Active,2023-02-18,INR,649968.55,BR060
ACC00680,CUST00612,Salary,Premium Salary Account,XXXXXX6888,Active,2017-10-16,INR,190217.46,BR053
ACC00681,CUST00613,Salary,Savings Account,XXXXXX1522,Active,2026-03-14,INR,20246.78,BR036
ACC00682,CUST00614,Current,Premium Current Account,XXXXXX7178,Active,2023-02-13,INR,96319.44,BR021
ACC00683,CUST00614,Savings,Savings Max,XXXXXX7922,Active,2025-03-19,INR,353833.78,BR021
ACC00684,CUST00615,Savings,Millennia Savings Account,XXXXXX4126,Active,2020-08-20,INR,298076.04,BR025
ACC00685,CUST00616,Savings,Digital Savings Account,XXXXXX1401,Active,2022-11-01,INR,208641.21,BR025
ACC00686,CUST00617,Salary,Savings Account,XXXXXX7406,Active,2023-07-09,INR,285879.18,BR019
ACC00687,CUST00617,Savings,Savings Max,XXXXXX3197,Active,2026-08-13,INR,333289.3,BR019
ACC00688,CUST00618,Savings,Regular Savings Account,XXXXXX2398,Active,2024-11-16,INR,516846.03,BR008
ACC00689,CUST00618,Current,Regular Current Account,XXXXXX3446,Active,2025-07-16,INR,412930.11,BR008
ACC00690,CUST00619,Current,Premium Current Account,XXXXXX3318,Active,2025-03-25,INR,42287.4,BR031
ACC00691,CUST00620,Current,Regular Current Account,XXXXXX1057,Active,2021-07-16,INR,227607.63,BR068
ACC00692,CUST00621,Savings,Millennia Savings Account,XXXXXX1841,Active,2023-04-06,INR,114955.51,BR013
ACC00693,CUST00622,Savings,Digital Savings Account,XXXXXX9881,Active,2018-02-07,INR,34592.79,BR071
ACC00694,CUST00623,Savings,Regular Savings Account,XXXXXX6178,Active,2026-06-10,INR,15674.14,BR061
ACC00695,CUST00624,Savings,Regular Savings Account,XXXXXX4587,Active,2022-10-03,INR,35626.71,BR021
ACC00696,CUST00625,Savings,Regular Savings Account,XXXXXX9551,Active,2017-07-31,INR,194241.94,BR001
ACC00697,CUST00626,Savings,Digital Savings Account,XXXXXX9209,Active,2023-04-18,INR,243657.22,BR069
ACC00698,CUST00626,Current,Premium Current Account,XXXXXX8980,Active,2026-02-06,INR,392350.46,BR069
ACC00699,CUST00627,Savings,Regular Savings Account,XXXXXX9172,Active,2025-10-19,INR,131356.01,BR069
ACC00700,CUST00628,Current,Business Current Account,XXXXXX9917,Active,2021-06-16,INR,919078.14,BR055
ACC00701,CUST00628,Savings,Regular Savings Account,XXXXXX3710,Active,2025-08-04,INR,811191.9,BR055
ACC00702,CUST00629,Salary,Salary Account,XXXXXX8483,Active,2026-05-09,INR,341553.93,BR042
ACC00703,CUST00630,Savings,Savings Max,XXXXXX8120,Active,2017-01-24,INR,5000,BR074
ACC00704,CUST00631,Savings,Millennia Savings Account,XXXXXX1279,Active,2025-07-16,INR,196982.42,BR036
ACC00705,CUST00632,Savings,Regular Savings Account,XXXXXX7024,Active,2020-08-09,INR,723219.65,BR080
ACC00706,CUST00633,Salary,Salary Account,XXXXXX3649,Active,2019-12-11,INR,44724.67,BR025
ACC00707,CUST00634,Savings,Millennia Savings Account,XXXXXX7561,Active,2025-06-25,INR,142239.01,BR068
ACC00708,CUST00635,Savings,Regular Savings Account,XXXXXX3676,Active,2025-03-26,INR,10940.42,BR003
ACC00709,CUST00636,Savings,Savings Max,XXXXXX4838,Active,2026-06-11,INR,6571.81,BR005
ACC00710,CUST00637,Savings,Millennia Savings Account,XXXXXX4503,Active,2024-10-30,INR,20521.73,BR070
ACC00711,CUST00638,Current,Business Current Account,XXXXXX3902,Active,2019-05-07,INR,185342.63,BR053
ACC00712,CUST00639,Salary,Savings Account,XXXXXX4298,Active,2023-06-06,INR,169489.85,BR054
ACC00713,CUST00640,Savings,Millennia Savings Account,XXXXXX6685,Active,2018-05-28,INR,19496.02,BR025
ACC00714,CUST00641,Savings,Millennia Savings Account,XXXXXX1292,Active,2024-02-09,INR,78543.37,BR051
ACC00715,CUST00642,Current,Premium Current Account,XXXXXX3631,Active,2026-01-17,INR,481206.01,BR028
ACC00716,CUST00642,Savings,Regular Savings Account,XXXXXX4269,Active,2026-05-13,INR,814142.23,BR028
ACC00717,CUST00643,Savings,Regular Savings Account,XXXXXX8049,Active,2026-05-16,INR,157755.5,BR058
ACC00718,CUST00644,Current,Business Current Account,XXXXXX1410,Active,2023-03-01,INR,267824.19,BR037
ACC00719,CUST00645,Savings,Digital Savings Account,XXXXXX2782,Active,2025-06-25,INR,336740.72,BR059
ACC00720,CUST00646,Current,Regular Current Account,XXXXXX5996,Active,2026-02-28,INR,67225.27,BR056
ACC00721,CUST00647,Current,Regular Current Account,XXXXXX5327,Active,2026-05-27,INR,136908.72,BR067
ACC00722,CUST00648,Current,Regular Current Account,XXXXXX6196,Active,2025-06-05,INR,85743.96,BR049
ACC00723,CUST00649,Savings,Regular Savings Account,XXXXXX7566,Active,2025-05-06,INR,46860.6,BR006
ACC00724,CUST00650,Salary,Premium Salary Account,XXXXXX2833,Active,2021-09-09,INR,60012.37,BR049
ACC00725,CUST00650,Savings,Millennia Savings Account,XXXXXX8426,Active,2025-09-13,INR,121814.9,BR049
ACC00726,CUST00651,Savings,Savings Max,XXXXXX2791,Active,2025-10-18,INR,169336.37,BR077
ACC00727,CUST00651,Current,Premium Current Account,XXXXXX7048,Active,2025-11-01,INR,293707.76,BR077
ACC00728,CUST00652,Current,Business Current Account,XXXXXX9811,Active,2023-11-13,INR,888890.79,BR069
ACC00729,CUST00653,Current,Premium Current Account,XXXXXX8194,Active,2025-06-29,INR,332484.41,BR031
ACC00730,CUST00654,Salary,Salary Account,XXXXXX5098,Active,2026-02-21,INR,66964.58,BR013
ACC00731,CUST00655,Savings,Regular Savings Account,XXXXXX9089,Active,2025-11-29,INR,183470.61,BR024
ACC00732,CUST00656,Salary,Salary Account,XXXXXX5366,Active,2026-02-02,INR,55173.35,BR058
ACC00733,CUST00657,Salary,Premium Salary Account,XXXXXX6685,Active,2024-01-23,INR,66247.6,BR012
ACC00734,CUST00658,Salary,Savings Account,XXXXXX6196,Active,2021-01-04,INR,42425.9,BR080
ACC00735,CUST00659,Savings,Savings Max,XXXXXX3782,Active,2025-05-16,INR,81395.96,BR079
ACC00736,CUST00660,Savings,Regular Savings Account,XXXXXX4835,Active,2023-12-24,INR,32667.45,BR049
ACC00737,CUST00661,Savings,Regular Savings Account,XXXXXX1821,Active,2022-08-03,INR,204067.26,BR024
ACC00738,CUST00662,Current,Business Current Account,XXXXXX2348,Active,2025-11-26,INR,47583.05,BR068
ACC00739,CUST00663,Current,Business Current Account,XXXXXX7583,Active,2022-11-19,INR,54981.21,BR052
ACC00740,CUST00664,Current,Regular Current Account,XXXXXX9797,Active,2017-03-01,INR,301142.37,BR048
ACC00741,CUST00665,Savings,Regular Savings Account,XXXXXX1156,Active,2023-09-08,INR,5000,BR007
ACC00742,CUST00666,Savings,Regular Savings Account,XXXXXX5590,Active,2019-05-02,INR,48986.58,BR068
ACC00743,CUST00667,Salary,Premium Salary Account,XXXXXX2193,Active,2018-03-13,INR,263685.79,BR017
ACC00744,CUST00668,Savings,Savings Max,XXXXXX7741,Active,2025-08-03,INR,56034.54,BR039
ACC00745,CUST00669,Savings,Savings Max,XXXXXX9948,Active,2026-04-28,INR,81260.62,BR055
ACC00746,CUST00670,Salary,Premium Salary Account,XXXXXX2981,Active,2016-12-28,INR,546891.16,BR055
ACC00747,CUST00671,Savings,Millennia Savings Account,XXXXXX2969,Active,2025-07-22,INR,54883.86,BR047
ACC00748,CUST00672,Savings,Digital Savings Account,XXXXXX2111,Active,2025-06-10,INR,942232.91,BR032
ACC00749,CUST00673,Salary,Salary Account,XXXXXX4049,Active,2026-03-21,INR,44237.23,BR042
ACC00750,CUST00674,Current,Regular Current Account,XXXXXX4323,Active,2025-10-26,INR,384837.08,BR004
ACC00751,CUST00675,Savings,Digital Savings Account,XXXXXX2812,Active,2020-07-19,INR,5000,BR054
ACC00752,CUST00676,Savings,Digital Savings Account,XXXXXX1887,Active,2025-08-17,INR,404729.58,BR009
ACC00753,CUST00676,Current,Regular Current Account,XXXXXX8266,Active,2026-04-21,INR,1110117.41,BR009
ACC00754,CUST00677,Current,Regular Current Account,XXXXXX6447,Active,2025-11-24,INR,30896.61,BR007
ACC00755,CUST00678,Salary,Salary Account,XXXXXX5584,Active,2025-01-12,INR,139575.97,BR006
ACC00756,CUST00679,Savings,Savings Max,XXXXXX1568,Active,2025-09-19,INR,331499.67,BR004
ACC00757,CUST00680,Savings,Savings Max,XXXXXX6328,Active,2024-05-24,INR,121514.82,BR059
ACC00758,CUST00681,Current,Premium Current Account,XXXXXX2315,Active,2025-12-12,INR,38415.72,BR005
ACC00759,CUST00682,Savings,Digital Savings Account,XXXXXX9752,Active,2024-03-18,INR,135889.35,BR042
ACC00760,CUST00683,Savings,Regular Savings Account,XXXXXX3469,Active,2020-04-10,INR,33954.98,BR003
ACC00761,CUST00684,Current,Business Current Account,XXXXXX1302,Active,2026-02-23,INR,216302.14,BR079
ACC00762,CUST00685,Savings,Regular Savings Account,XXXXXX7747,Active,2026-02-26,INR,174404.11,BR001
